,Type,Date,Open,High,Low,Close,Volume
3223,Bitcoin USD,2021-10-29,60624.87109,62927.60938,60329.96484,62227.96484,36856881767.0
3224,Bitcoin USD,2021-10-30,62239.36328,62330.14453,60918.38672,61888.83203,32157938616.0
3225,Bitcoin USD,2021-10-31,61850.48828,62406.17188,60074.32813,61318.95703,32241199927.0
3226,Bitcoin USD,2021-11-01,61320.44922,62419.00391,59695.18359,61004.40625,36150572843.0
3227,Bitcoin USD,2021-11-02,60963.25391,64242.79297,60673.05469,63226.40234,37746665647.0
3228,Bitcoin USD,2021-11-03,63254.33594,63516.9375,61184.23828,62970.04688,36124731509.0
3229,Bitcoin USD,2021-11-04,62941.80469,63123.28906,60799.66406,61452.23047,32615846901.0
3230,Bitcoin USD,2021-11-05,61460.07813,62541.46875,60844.60938,61125.67578,30605102446.0
3231,Bitcoin USD,2021-11-06,61068.875,61590.68359,60163.78125,61527.48047,29094934221.0
3232,Bitcoin USD,2021-11-07,61554.92188,63326.98828,61432.48828,63326.98828,24726754302.0
3233,Bitcoin USD,2021-11-08,63344.06641,67673.74219,63344.06641,67566.82813,41125608330.0
3234,Bitcoin USD,2021-11-09,67549.73438,68530.33594,66382.0625,66971.82813,42357991721.0
3235,Bitcoin USD,2021-11-10,66953.33594,68789.625,63208.11328,64995.23047,48730828378.0
3236,Bitcoin USD,2021-11-11,64978.89063,65579.01563,64180.48828,64949.96094,35880633236.0
3237,Bitcoin USD,2021-11-12,64863.98047,65460.81641,62333.91406,64155.94141,36084893887.0
3238,Bitcoin USD,2021-11-13,64158.12109,64915.67578,63303.73438,64469.52734,30474228777.0
3239,Bitcoin USD,2021-11-14,64455.37109,65495.17969,63647.80859,65466.83984,25122092191.0
3240,Bitcoin USD,2021-11-15,65521.28906,66281.57031,63548.14453,63557.87109,30558763548.0
3241,Bitcoin USD,2021-11-16,63721.19531,63721.19531,59016.33594,60161.24609,46844335592.0
3242,Bitcoin USD,2021-11-17,60139.62109,60823.60938,58515.41016,60368.01172,39178392930.0
3243,Bitcoin USD,2021-11-18,60360.13672,60948.5,56550.79297,56942.13672,41388338699.0
3244,Bitcoin USD,2021-11-19,56896.12891,58351.11328,55705.17969,58119.57813,38702407772.0
3245,Bitcoin USD,2021-11-20,58115.08203,59859.87891,57469.72656,59697.19531,30624264863.0
3246,Bitcoin USD,2021-11-21,59730.50781,60004.42578,58618.92969,58730.47656,26123447605.0
3247,Bitcoin USD,2021-11-22,58706.84766,59266.35938,55679.83984,56289.28906,35036121783.0
3248,Bitcoin USD,2021-11-23,56304.55469,57875.51563,55632.76172,57569.07422,37485803899.0
3249,Bitcoin USD,2021-11-24,57565.85156,57803.06641,55964.22266,56280.42578,36635566789.0
3250,Bitcoin USD,2021-11-25,57165.41797,59367.96875,57146.68359,57274.67969,34284016248.0
3251,Bitcoin USD,2021-11-26,58960.28516,59183.48047,53569.76563,53569.76563,41810748221.0
3252,Bitcoin USD,2021-11-27,53736.42969,55329.25781,53668.35547,54815.07813,30560857714.0
3253,Bitcoin USD,2021-11-28,54813.02344,57393.84375,53576.73438,57248.45703,28116886357.0
3254,Bitcoin USD,2021-11-29,57291.90625,58872.87891,56792.52734,57806.56641,32370840356.0
3255,Bitcoin USD,2021-11-30,57830.11328,59113.40234,56057.28125,57005.42578,36708594618.0
3256,Bitcoin USD,2021-12-01,56907.96484,59041.68359,56553.08203,57229.82813,36858195307.0
3257,Bitcoin USD,2021-12-02,57217.37109,57349.23438,55895.13281,56477.81641,32379968686.0
3258,Bitcoin USD,2021-12-03,56509.16406,57482.16797,52496.58594,53598.24609,39789134215.0
3259,Bitcoin USD,2021-12-04,53727.87891,53904.67969,42874.61719,49200.70313,61385677469.0
3260,Bitcoin USD,2021-12-05,49201.51953,49768.14844,47857.49609,49368.84766,37198201161.0
3261,Bitcoin USD,2021-12-06,49413.48047,50929.51953,47281.03516,50582.625,37707308001.0
3262,Bitcoin USD,2021-12-07,50581.82813,51934.78125,50175.80859,50700.08594,33676814852.0
3263,Bitcoin USD,2021-12-08,50667.64844,51171.375,48765.98828,50504.79688,28479699446.0
3264,Bitcoin USD,2021-12-09,50450.08203,50797.16406,47358.35156,47672.12109,29603577251.0
3265,Bitcoin USD,2021-12-10,47642.14453,50015.25391,47023.69922,47243.30469,30966005122.0
3266,Bitcoin USD,2021-12-11,47264.63281,49458.21094,46942.34766,49362.50781,25775869261.0
3267,Bitcoin USD,2021-12-12,49354.85547,50724.86719,48725.85156,50098.33594,21939223599.0
3268,Bitcoin USD,2021-12-13,50114.74219,50205.0,45894.84766,46737.48047,32166727776.0
3269,Bitcoin USD,2021-12-14,46709.82422,48431.39844,46424.49609,46612.63281,34638619079.0
3270,Bitcoin USD,2021-12-15,48379.75391,49473.95703,46671.96484,48896.72266,36541828520.0
3271,Bitcoin USD,2021-12-16,48900.46484,49425.57422,47529.87891,47665.42578,27268150947.0
3272,Bitcoin USD,2021-12-17,47653.73047,48004.89453,45618.21484,46202.14453,32902725329.0
3273,Bitcoin USD,2021-12-18,46219.25391,47313.82813,45598.44141,46848.77734,26098292690.0
3274,Bitcoin USD,2021-12-19,46853.86719,48089.66406,46502.95313,46707.01563,25154053861.0
3275,Bitcoin USD,2021-12-20,46707.0625,47401.71875,45579.80859,46880.27734,30961902129.0
3276,Bitcoin USD,2021-12-21,46886.07813,49300.91797,46698.77344,48936.61328,27055803928.0
3277,Bitcoin USD,2021-12-22,48937.09766,49544.79688,48450.94141,48628.51172,24447979559.0
3278,Bitcoin USD,2021-12-23,48626.34375,51332.33984,48065.83594,50784.53906,28223878108.0
3279,Bitcoin USD,2021-12-24,50806.05078,51814.02734,50514.49609,50822.19531,24367912228.0
3280,Bitcoin USD,2021-12-25,50854.91797,51176.59766,50236.70703,50429.85938,19030650914.0
3281,Bitcoin USD,2021-12-26,50428.69141,51196.37891,49623.10547,50809.51563,20964372926.0
3282,Bitcoin USD,2021-12-27,50802.60938,51956.32813,50499.46875,50640.41797,24324345758.0
3283,Bitcoin USD,2021-12-28,50679.85938,50679.85938,47414.21094,47588.85547,33430376883.0
3284,Bitcoin USD,2021-12-29,47623.87109,48119.74219,46201.49609,46444.71094,30049226299.0
3285,Bitcoin USD,2021-12-30,46490.60547,47879.96484,46060.3125,47178.125,26686491018.0
3286,Bitcoin USD,2021-12-31,47169.37109,48472.52734,45819.95313,46306.44531,36974172400.0
3287,Bitcoin USD,2022-01-01,46311.74609,47827.3125,46288.48438,47686.8125,24582667004.0
3288,Bitcoin USD,2022-01-02,47680.92578,47881.40625,46856.9375,47345.21875,27951569547.0
3289,Bitcoin USD,2022-01-03,47343.54297,47510.72656,45835.96484,46458.11719,33071628362.0
3290,Bitcoin USD,2022-01-04,46458.85156,47406.54688,45752.46484,45897.57422,42494677905.0
3291,Bitcoin USD,2022-01-05,45899.35938,46929.04688,42798.22266,43569.00391,36851084859.0
3292,Bitcoin USD,2022-01-06,43565.51172,43748.71875,42645.53906,43160.92969,30208048289.0
3293,Bitcoin USD,2022-01-07,43153.57031,43153.57031,41077.44531,41557.90234,84196607520.0
3294,Bitcoin USD,2022-01-08,41561.46484,42228.94141,40672.27734,41733.94141,28066355845.0
3295,Bitcoin USD,2022-01-09,41734.72656,42663.94922,41338.16016,41911.60156,21294384372.0
3296,Bitcoin USD,2022-01-10,41910.23047,42199.48438,39796.57031,41821.26172,32104232331.0
3297,Bitcoin USD,2022-01-11,41819.50781,43001.15625,41407.75391,42735.85547,26327648900.0
3298,Bitcoin USD,2022-01-12,42742.17969,44135.36719,42528.98828,43949.10156,33499938689.0
3299,Bitcoin USD,2022-01-13,43946.74219,44278.42188,42447.04297,42591.57031,47691135082.0
3300,Bitcoin USD,2022-01-14,42598.87109,43346.6875,41982.61719,43099.69922,23577403399.0
3301,Bitcoin USD,2022-01-15,43101.89844,43724.67188,42669.03516,43177.39844,18371348298.0
3302,Bitcoin USD,2022-01-16,43172.03906,43436.80859,42691.02344,43113.87891,17902097845.0
3303,Bitcoin USD,2022-01-17,43118.12109,43179.39063,41680.32031,42250.55078,21690904261.0
3304,Bitcoin USD,2022-01-18,42250.07422,42534.40234,41392.21484,42375.63281,22417209227.0
3305,Bitcoin USD,2022-01-19,42374.03906,42478.30469,41242.91406,41744.32813,23091543258.0
3306,Bitcoin USD,2022-01-20,41744.02734,43413.02344,40672.82422,40680.41797,20382033940.0
3307,Bitcoin USD,2022-01-21,40699.60547,41060.52734,35791.42578,36457.31641,43011992031.0
3308,Bitcoin USD,2022-01-22,36471.58984,36688.8125,34349.25,35030.25,39714385405.0
3309,Bitcoin USD,2022-01-23,35047.35938,36433.3125,34784.96875,36276.80469,26017975951.0
3310,Bitcoin USD,2022-01-24,36275.73438,37247.51953,33184.05859,36654.32813,41856658597.0
3311,Bitcoin USD,2022-01-25,36654.80469,37444.57031,35779.42969,36954.00391,26428189594.0
3312,Bitcoin USD,2022-01-26,36950.51563,38825.41016,36374.90625,36852.12109,31324598034.0
3313,Bitcoin USD,2022-01-27,36841.87891,37148.32422,35629.28125,37138.23438,25041426629.0
3314,Bitcoin USD,2022-01-28,37128.44531,37952.87891,36211.10938,37784.33203,22238830523.0
3315,Bitcoin USD,2022-01-29,37780.71484,38576.26172,37406.47266,38138.17969,17194183075.0
3316,Bitcoin USD,2022-01-30,38151.91797,38266.33984,37437.71094,37917.60156,14643548444.0
3317,Bitcoin USD,2022-01-31,37920.28125,38647.26172,36733.57422,38483.125,20734730465.0
3318,Bitcoin USD,2022-02-01,38481.76563,39115.13281,38113.66406,38743.27344,20288500328.0
3319,Bitcoin USD,2022-02-02,38743.71484,38834.61719,36832.73047,36952.98438,19155189416.0
3320,Bitcoin USD,2022-02-03,36944.80469,37154.60156,36375.53906,37154.60156,18591534769.0
3321,Bitcoin USD,2022-02-04,37149.26563,41527.78516,37093.62891,41500.875,29412210792.0
3322,Bitcoin USD,2022-02-05,41501.48047,41847.16406,41038.09766,41441.16406,19652846215.0
3323,Bitcoin USD,2022-02-06,41441.12109,42500.78516,41244.90625,42412.43359,16142097334.0
3324,Bitcoin USD,2022-02-07,42406.78125,44401.86328,41748.15625,43840.28516,28641855926.0
3325,Bitcoin USD,2022-02-08,43854.65234,45293.86719,42807.83594,44118.44531,33079398868.0
3326,Bitcoin USD,2022-02-09,44096.70313,44727.80078,43232.96875,44338.79688,23245887300.0
3327,Bitcoin USD,2022-02-10,44347.80078,45661.17188,43402.80859,43565.11328,32142048537.0
3328,Bitcoin USD,2022-02-11,43571.12891,43810.83203,42114.53906,42407.9375,26954925781.0
3329,Bitcoin USD,2022-02-12,42412.30078,42992.55078,41852.57422,42244.46875,18152390304.0
3330,Bitcoin USD,2022-02-13,42236.56641,42693.05469,41950.94141,42197.51563,14741589015.0
3331,Bitcoin USD,2022-02-14,42157.39844,42775.77734,41681.95703,42586.91797,20827783012.0
3332,Bitcoin USD,2022-02-15,42586.46484,44667.21875,42491.03516,44575.20313,22721659051.0
3333,Bitcoin USD,2022-02-16,44578.27734,44578.27734,43456.69141,43961.85938,19792547657.0
3334,Bitcoin USD,2022-02-17,43937.07031,44132.97266,40249.37109,40538.01172,26246662813.0
3335,Bitcoin USD,2022-02-18,40552.13281,40929.15234,39637.61719,40030.97656,23310007704.0
3336,Bitcoin USD,2022-02-19,40026.02344,40418.87891,39713.05859,40122.15625,13736557863.0
3337,Bitcoin USD,2022-02-20,40118.10156,40119.89063,38112.8125,38431.37891,18340576452.0
3338,Bitcoin USD,2022-02-21,38423.21094,39394.4375,36950.47656,37075.28125,29280402798.0
3339,Bitcoin USD,2022-02-22,37068.76953,38359.85547,36488.93359,38286.02734,25493150450.0
3340,Bitcoin USD,2022-02-23,38285.28125,39122.39453,37201.81641,37296.57031,21849073843.0
3341,Bitcoin USD,2022-02-24,37278.56641,38968.83984,34459.21875,38332.60938,46383802093.0
3342,Bitcoin USD,2022-02-25,38333.74609,39630.32422,38111.34375,39214.21875,26545599159.0
3343,Bitcoin USD,2022-02-26,39213.08203,40005.34766,38702.53516,39105.14844,17467554129.0
3344,Bitcoin USD,2022-02-27,39098.69922,39778.94141,37268.97656,37709.78516,23450127612.0
3345,Bitcoin USD,2022-02-28,37706.0,43760.45703,37518.21484,43193.23438,35690014104.0
3346,Bitcoin USD,2022-03-01,43194.50391,44793.60156,42952.58594,44354.63672,32479047645.0
3347,Bitcoin USD,2022-03-02,44357.61719,45077.57813,43432.85156,43924.11719,29183112630.0
3348,Bitcoin USD,2022-03-03,43925.19531,44021.57813,41914.75,42451.78906,24967782593.0
3349,Bitcoin USD,2022-03-04,42458.14063,42479.61328,38805.84766,39137.60547,28516271427.0
3350,Bitcoin USD,2022-03-05,39148.44922,39566.33594,38777.03516,39400.58594,16975917450.0
3351,Bitcoin USD,2022-03-06,39404.19922,39640.17578,38211.64844,38419.98438,19745229902.0
3352,Bitcoin USD,2022-03-07,38429.30469,39430.22656,37260.20313,38062.03906,28546143503.0
3353,Bitcoin USD,2022-03-08,38059.90234,39304.44141,37957.38672,38737.26953,25776583476.0
3354,Bitcoin USD,2022-03-09,38742.81641,42465.67188,38706.09375,41982.92578,32284121034.0
3355,Bitcoin USD,2022-03-10,41974.07031,42004.72656,38832.94141,39437.46094,31078064711.0
3356,Bitcoin USD,2022-03-11,39439.96875,40081.67969,38347.43359,38794.97266,26364890465.0
3357,Bitcoin USD,2022-03-12,38794.46484,39308.59766,38772.53516,38904.01172,14616450657.0
3358,Bitcoin USD,2022-03-13,38884.72656,39209.35156,37728.14453,37849.66406,17300745310.0
3359,Bitcoin USD,2022-03-14,37846.31641,39742.5,37680.73438,39666.75391,24322159070.0
3360,Bitcoin USD,2022-03-15,39664.25,39794.62891,38310.21094,39338.78516,23934000868.0
3361,Bitcoin USD,2022-03-16,39335.57031,41465.45313,39022.34766,41143.92969,39616916192.0
3362,Bitcoin USD,2022-03-17,41140.84375,41287.53516,40662.87109,40951.37891,22009601093.0
3363,Bitcoin USD,2022-03-18,40944.83984,42195.74609,40302.39844,41801.15625,34421564942.0
3364,Bitcoin USD,2022-03-19,41794.64844,42316.55469,41602.66797,42190.65234,19664853187.0
3365,Bitcoin USD,2022-03-20,42191.40625,42241.16406,41004.75781,41247.82422,20127946682.0
3366,Bitcoin USD,2022-03-21,41246.13281,41454.41016,40668.04297,41077.99609,24615543271.0
3367,Bitcoin USD,2022-03-22,41074.10547,43124.70703,40948.28125,42358.80859,32004652376.0
3368,Bitcoin USD,2022-03-23,42364.37891,42893.50781,41877.50781,42892.95703,25242943069.0
3369,Bitcoin USD,2022-03-24,42886.65234,44131.85547,42726.16406,43960.93359,31042992291.0
3370,Bitcoin USD,2022-03-25,43964.54688,44999.49219,43706.28516,44348.73047,30574413034.0
3371,Bitcoin USD,2022-03-26,44349.85938,44735.99609,44166.27344,44500.82813,16950455995.0
3372,Bitcoin USD,2022-03-27,44505.35547,46827.54688,44437.29297,46820.49219,28160889722.0
3373,Bitcoin USD,2022-03-28,46821.85156,48086.83594,46690.20313,47128.00391,36362175703.0
3374,Bitcoin USD,2022-03-29,47100.4375,48022.28906,47100.4375,47465.73047,31397059069.0
3375,Bitcoin USD,2022-03-30,47456.89844,47655.14844,46746.21094,47062.66406,29333883962.0
3376,Bitcoin USD,2022-03-31,47062.14844,47512.02734,45390.53906,45538.67578,33327427106.0
3377,Bitcoin USD,2022-04-01,45554.16406,46616.24219,44403.14063,46281.64453,38162644287.0
3378,Bitcoin USD,2022-04-02,46285.5,47028.28125,45782.51172,45868.94922,29336594194.0
3379,Bitcoin USD,2022-04-03,45859.12891,47313.47656,45634.10547,46453.56641,25414397610.0
3380,Bitcoin USD,2022-04-04,46445.27344,46791.08984,45235.81641,46622.67578,32499785455.0
3381,Bitcoin USD,2022-04-05,46624.50781,47106.14063,45544.80859,45555.99219,29640604055.0
3382,Bitcoin USD,2022-04-06,45544.35547,45544.35547,43193.95313,43206.73828,39393395788.0
3383,Bitcoin USD,2022-04-07,43207.5,43860.69922,42899.90625,43503.84766,26101973106.0
3384,Bitcoin USD,2022-04-08,43505.13672,43903.01953,42183.28906,42287.66406,27215995394.0
3385,Bitcoin USD,2022-04-09,42282.07813,42786.81641,42183.25391,42782.13672,16050772496.0
3386,Bitcoin USD,2022-04-10,42781.08984,43376.37891,42021.20703,42207.67188,17654475582.0
3387,Bitcoin USD,2022-04-11,42201.03906,42424.58984,39373.05859,39521.90234,33949912166.0
3388,Bitcoin USD,2022-04-12,39533.71484,40617.58594,39388.32813,40127.18359,30991500854.0
3389,Bitcoin USD,2022-04-13,40123.57031,41430.05469,39712.74609,41166.73047,27691105228.0
3390,Bitcoin USD,2022-04-14,41160.21875,41451.48047,39695.74609,39935.51563,24342001973.0
3391,Bitcoin USD,2022-04-15,39939.40234,40617.72266,39866.83203,40553.46484,21756855753.0
3392,Bitcoin USD,2022-04-16,40552.31641,40633.67969,40078.42578,40424.48438,16833150693.0
3393,Bitcoin USD,2022-04-17,40417.77734,40570.72656,39620.89453,39716.95313,19087633042.0
3394,Bitcoin USD,2022-04-18,39721.20313,40986.32031,38696.19141,40826.21484,33705182072.0
3395,Bitcoin USD,2022-04-19,40828.17578,41672.96094,40618.63281,41502.75,25303206547.0
3396,Bitcoin USD,2022-04-20,41501.74609,42126.30078,40961.09766,41374.37891,27819532341.0
3397,Bitcoin USD,2022-04-21,41371.51563,42893.58203,40063.82813,40527.36328,35372786395.0
3398,Bitcoin USD,2022-04-22,40525.86328,40777.75781,39315.41797,39740.32031,28011716745.0
3399,Bitcoin USD,2022-04-23,39738.72266,39935.85938,39352.20313,39486.73047,16138021249.0
3400,Bitcoin USD,2022-04-24,39478.375,39845.92578,39233.53906,39469.29297,17964398167.0
3401,Bitcoin USD,2022-04-25,39472.60547,40491.75391,38338.37891,40458.30859,35445730570.0
3402,Bitcoin USD,2022-04-26,40448.42188,40713.89063,37884.98438,38117.46094,34569088416.0
3403,Bitcoin USD,2022-04-27,38120.30078,39397.91797,37997.3125,39241.12109,30981015184.0
3404,Bitcoin USD,2022-04-28,39241.42969,40269.46484,38941.42188,39773.82813,33903704907.0
3405,Bitcoin USD,2022-04-29,39768.61719,39887.26953,38235.53516,38609.82422,30882994649.0
3406,Bitcoin USD,2022-04-30,38605.85938,38771.21094,37697.94141,37714.875,23895713731.0
3407,Bitcoin USD,2022-05-01,37713.26563,38627.85938,37585.78906,38469.09375,27002760110.0
3408,Bitcoin USD,2022-05-02,38472.1875,39074.97266,38156.5625,38529.32813,32922642426.0
3409,Bitcoin USD,2022-05-03,38528.10938,38629.99609,37585.62109,37750.45313,27326943244.0
3410,Bitcoin USD,2022-05-04,37748.01172,39902.94922,37732.05859,39698.37109,36754404490.0
3411,Bitcoin USD,2022-05-05,39695.74609,39789.28125,35856.51563,36575.14063,43106256317.0
3412,Bitcoin USD,2022-05-06,36573.18359,36624.35938,35482.13281,36040.92188,37795577489.0
3413,Bitcoin USD,2022-05-07,36042.50391,36129.92578,34940.82422,35501.95313,24375896406.0
3414,Bitcoin USD,2022-05-08,35502.94141,35502.94141,33878.96484,34059.26563,36763041910.0
3415,Bitcoin USD,2022-05-09,34060.01563,34222.07422,30296.95313,30296.95313,63355494961.0
3416,Bitcoin USD,2022-05-10,30273.6543,32596.30859,29944.80273,31022.90625,59811038817.0
3417,Bitcoin USD,2022-05-11,31016.18359,32013.40234,28170.41406,28936.35547,70388855818.0
3418,Bitcoin USD,2022-05-12,28936.73438,30032.43945,26350.49023,29047.75195,66989173272.0
3419,Bitcoin USD,2022-05-13,29030.91016,30924.80273,28782.33008,29283.10352,42841124537.0
3420,Bitcoin USD,2022-05-14,29285.64258,30192.80273,28702.91016,30101.26563,28579868620.0
3421,Bitcoin USD,2022-05-15,30098.58594,31308.19141,29527.74023,31305.11328,25835372065.0
3422,Bitcoin USD,2022-05-16,31304.375,31305.3418,29251.88477,29862.91797,32613897286.0
3423,Bitcoin USD,2022-05-17,29862.4082,30694.49023,29570.30273,30425.85742,29101473475.0
3424,Bitcoin USD,2022-05-18,30424.47852,30618.7168,28720.27148,28720.27148,31285268319.0
3425,Bitcoin USD,2022-05-19,28720.35938,30430.75195,28708.95508,30314.33398,33773447707.0
3426,Bitcoin USD,2022-05-20,30311.11914,30664.97656,28793.60547,29200.74023,30749382605.0
3427,Bitcoin USD,2022-05-21,29199.85938,29588.86914,29027.39453,29432.22656,17274840442.0
3428,Bitcoin USD,2022-05-22,29432.47266,30425.86133,29275.18359,30323.72266,21631532270.0
3429,Bitcoin USD,2022-05-23,30309.39648,30590.58594,28975.56055,29098.91016,31483454557.0
3430,Bitcoin USD,2022-05-24,29101.125,29774.35547,28786.58984,29655.58594,26616506245.0
3431,Bitcoin USD,2022-05-25,29653.13477,30157.78516,29384.94922,29562.36133,27525063551.0
3432,Bitcoin USD,2022-05-26,29564.77734,29834.16016,28261.90625,29267.22461,36774325352.0
3433,Bitcoin USD,2022-05-27,29251.14063,29346.94336,28326.61328,28627.57422,36582005748.0
3434,Bitcoin USD,2022-05-28,28622.625,28814.90039,28554.56641,28814.90039,35519577634.0
3435,Bitcoin USD,2022-05-29,29019.86719,29498.00977,28841.10742,29445.95703,18093886409.0
3436,Bitcoin USD,2022-05-30,29443.36523,31949.63086,29303.57227,31726.39063,39277993274.0
3437,Bitcoin USD,2022-05-31,31723.86523,32249.86328,31286.1543,31792.31055,33538210634.0
3438,Bitcoin USD,2022-06-01,31792.55469,31957.28516,29501.58789,29799.08008,41135817341.0
3439,Bitcoin USD,2022-06-02,29794.89063,30604.73438,29652.70508,30467.48828,29083562061.0
3440,Bitcoin USD,2022-06-03,30467.80664,30633.03516,29375.68945,29704.39063,26175547452.0
3441,Bitcoin USD,2022-06-04,29706.13867,29930.56445,29500.00586,29832.91406,16588370958.0
3442,Bitcoin USD,2022-06-05,29835.11719,30117.74414,29574.44922,29906.66211,17264085441.0
3443,Bitcoin USD,2022-06-06,29910.2832,31693.29102,29894.1875,31370.67188,31947336829.0
3444,Bitcoin USD,2022-06-07,31371.74219,31489.68359,29311.68359,31155.47852,40770974039.0
3445,Bitcoin USD,2022-06-08,31151.48047,31253.69141,29944.4043,30214.35547,30242059107.0
3446,Bitcoin USD,2022-06-09,30215.2793,30609.31055,30020.26563,30111.99805,21692004719.0
3447,Bitcoin USD,2022-06-10,30110.33008,30245.80859,28978.14648,29083.80469,29867476527.0
3448,Bitcoin USD,2022-06-11,29084.66602,29401.91602,28236.21289,28360.81055,27246574439.0
3449,Bitcoin USD,2022-06-12,28373.51367,28502.68555,26762.64844,26762.64844,34163220274.0
3450,Bitcoin USD,2022-06-13,26737.57813,26795.58984,22141.25781,22487.38867,68204556440.0
3451,Bitcoin USD,2022-06-14,22487.98633,23018.95117,20950.81836,22206.79297,50913575242.0
3452,Bitcoin USD,2022-06-15,22196.73047,22642.67188,20178.37695,22572.83984,54912007015.0
3453,Bitcoin USD,2022-06-16,22576.30469,22868.92188,20265.22656,20381.65039,31183975654.0
3454,Bitcoin USD,2022-06-17,20385.71875,21243.3125,20326.51953,20471.48242,27132421514.0
3455,Bitcoin USD,2022-06-18,20473.42578,20736.04102,17708.62305,19017.64258,42009436760.0
3456,Bitcoin USD,2022-06-19,19010.90234,20683.82227,18067.15234,20553.27148,35329942625.0
3457,Bitcoin USD,2022-06-20,20553.37109,20913.32227,19689.16992,20599.53711,30818458597.0
3458,Bitcoin USD,2022-06-21,20594.29492,21620.62891,20415.0625,20710.59766,28970212744.0
3459,Bitcoin USD,2022-06-22,20719.41406,20835.75,19848.07813,19987.0293,28574793478.0
3460,Bitcoin USD,2022-06-23,19986.60742,21135.76172,19950.11719,21085.87695,26188097173.0
3461,Bitcoin USD,2022-06-24,21084.64844,21472.91797,20777.51172,21231.65625,24957784918.0
3462,Bitcoin USD,2022-06-25,21233.60938,21520.91406,20964.58594,21502.33789,18372538715.0
3463,Bitcoin USD,2022-06-26,21496.49414,21783.72461,21016.26953,21027.29492,18027170497.0
3464,Bitcoin USD,2022-06-27,21028.23828,21478.08984,20620.19922,20735.47852,20965695707.0
3465,Bitcoin USD,2022-06-28,20731.54492,21164.42383,20228.8125,20280.63477,21381535161.0
3466,Bitcoin USD,2022-06-29,20281.16992,20364.15625,19937.79102,20104.02344,23552740328.0
3467,Bitcoin USD,2022-06-30,20108.3125,20141.16016,18729.65625,19784.72656,26267239923.0
3468,Bitcoin USD,2022-07-01,19820.4707,20632.67188,19073.70898,19269.36719,30767551159.0
3469,Bitcoin USD,2022-07-02,19274.83594,19371.74805,19027.08203,19242.25586,18100418740.0
3470,Bitcoin USD,2022-07-03,19242.0957,19558.26953,18966.95117,19297.07617,16390821947.0
3471,Bitcoin USD,2022-07-04,19297.31445,20258.74805,19063.06641,20231.26172,21594638208.0
3472,Bitcoin USD,2022-07-05,20225.35352,20635.4668,19341.23242,20190.11523,26715546990.0
3473,Bitcoin USD,2022-07-06,20194.61914,20595.5293,19823.51172,20548.24609,24598943708.0
3474,Bitcoin USD,2022-07-07,20547.81445,21771.81641,20296.10352,21637.58789,25814972520.0
3475,Bitcoin USD,2022-07-08,21637.1543,22314.94141,21257.45313,21731.11719,49899834488.0
3476,Bitcoin USD,2022-07-09,21716.82813,21877.13867,21445.95703,21592.20703,29641127858.0
3477,Bitcoin USD,2022-07-10,21591.08008,21591.08008,20727.12305,20860.44922,28688807249.0
3478,Bitcoin USD,2022-07-11,20856.35352,20856.35352,19924.53906,19970.55664,24150249025.0
3479,Bitcoin USD,2022-07-12,19970.47461,20043.44531,19308.53125,19323.91406,25810220018.0
3480,Bitcoin USD,2022-07-13,19325.97266,20223.05273,18999.95313,20212.07422,33042430345.0
3481,Bitcoin USD,2022-07-14,20211.4668,20789.89453,19689.25781,20569.91992,31158743333.0
3482,Bitcoin USD,2022-07-15,20573.15625,21138.24414,20397.0,20836.32813,25905575359.0
3483,Bitcoin USD,2022-07-16,20834.10352,21514.4043,20518.89844,21190.31641,24302954056.0
3484,Bitcoin USD,2022-07-17,21195.04102,21600.64063,20778.17969,20779.34375,22927802083.0
3485,Bitcoin USD,2022-07-18,20781.91211,22633.0332,20781.91211,22485.68945,39974475562.0
3486,Bitcoin USD,2022-07-19,22467.84961,23666.96289,21683.40625,23389.43359,48765202697.0
3487,Bitcoin USD,2022-07-20,23393.19141,24196.81836,23009.94922,23231.73242,42932549127.0
3488,Bitcoin USD,2022-07-21,23233.20117,23388.32227,22431.14844,23164.62891,33631012204.0
3489,Bitcoin USD,2022-07-22,23163.75195,23671.92773,22603.41602,22714.97852,31421555646.0
3490,Bitcoin USD,2022-07-23,22706.98438,22977.21094,22002.91016,22465.47852,24021799169.0
3491,Bitcoin USD,2022-07-24,22465.50977,22974.00195,22306.83984,22609.16406,23565495303.0
3492,Bitcoin USD,2022-07-25,22607.15625,22649.12109,21361.64258,21361.70117,35574561406.0
3493,Bitcoin USD,2022-07-26,21361.12109,21361.12109,20776.81641,21239.75391,28624673855.0
3494,Bitcoin USD,2022-07-27,21244.16992,22986.5293,21070.80664,22930.54883,31758955233.0
3495,Bitcoin USD,2022-07-28,22933.64063,24110.4707,22722.26563,23843.88672,40212386158.0
3496,Bitcoin USD,2022-07-29,23845.21289,24294.78711,23481.17383,23804.63281,35887249746.0
3497,Bitcoin USD,2022-07-30,23796.81836,24572.58008,23580.50781,23656.20703,28148218301.0
3498,Bitcoin USD,2022-07-31,23652.07031,24121.64258,23275.70313,23336.89648,23553591896.0
3499,Bitcoin USD,2022-08-01,23336.71875,23464.78711,22890.79688,23314.19922,25849159141.0
3500,Bitcoin USD,2022-08-02,23308.43359,23415.04102,22710.08398,22978.11719,28389250717.0
3501,Bitcoin USD,2022-08-03,22981.30273,23578.65039,22747.83594,22846.50781,26288169966.0
3502,Bitcoin USD,2022-08-04,22848.21484,23198.00977,22485.70117,22630.95703,25120229769.0
